ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
4233,2018,49420,"Yakima, WA",13-1161,Market Research Analysts & Marketing Specialists,154,25.44,18.67,24.11,30.44,52929.00
4234,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),13-1161,Market Research Analysts & Marketing Specialists,83,24.93,19.51,22.57,25.57,51857.00
4235,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),13-1161,Market Research Analysts & Marketing Specialists,48,28.78,19.78,25.84,30.24,59859.00
4236,2018,530003,Central WA Nonmetropolitan Area (NMA),13-1161,Market Research Analysts & Marketing Specialists,19,,,,,
5059,2018,013380,"Bellingham, WA",43-4151,Order Clerks,63,16.26,11.98,16.58,18.81,33830.00
4237,2018,530004,Eastern WA Nonmetropolitan Area (NMA),13-1161,Market Research Analysts & Marketing Specialists,85,31.30,21.94,30.47,38.45,65115.00
4238,2018,000053,Washington State,11-2021,Marketing Managers,5607,74.67,53.51,70.96,90.41,155317.00
4239,2018,013380,"Bellingham, WA",11-2021,Marketing Managers,50,55.46,41.31,47.09,67.06,115360.00
4240,2018,014740,"Bremerton-Silverdale, WA",11-2021,Marketing Managers,38,64.05,43.38,64.73,80.52,133220.00
4241,2018,028420,"Kennewick-Richland, WA",11-2021,Marketing Managers,39,56.62,39.49,47.68,63.16,117768.00
4242,2018,031020,"Longview, WA",11-2021,Marketing Managers,14,64.68,43.42,60.96,80.70,134527.00
4243,2018,034580,"Mount Vernon-Anacortes, WA",11-2021,Marketing Managers,17,,,,,
4244,2018,036500,"Olympia-Tumwater, WA",11-2021,Marketing Managers,52,62.12,42.02,56.95,73.25,129220.00
4245,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",11-2021,Marketing Managers,4059,62.06,41.55,57.79,75.96,129087.00
4246,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-2021,Marketing Managers,4742,77.31,57.17,73.56,92.29,160797.00
4247,2018,44060,"Spokane-Spokane Valley, WA",11-2021,Marketing Managers,215,54.90,35.42,48.57,69.54,114186.00
4248,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",11-2021,Marketing Managers,137,56.91,40.91,52.38,68.60,118360.00
4249,2018,49420,"Yakima, WA",11-2021,Marketing Managers,56,53.47,41.60,50.42,68.91,111206.00
4250,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),11-2021,Marketing Managers,25,,,,,
4251,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),11-2021,Marketing Managers,13,57.08,33.97,40.52,75.51,118738.00
4252,2018,530004,Eastern WA Nonmetropolitan Area (NMA),11-2021,Marketing Managers,15,49.26,38.54,46.33,57.35,102469.00
4253,2018,000053,Washington State,21-1013,Marriage & Family Therapists,253,22.14,19.10,21.82,24.38,46031.00
4254,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",21-1013,Marriage & Family Therapists,250,23.37,20.00,23.33,27.23,48600.00
4255,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",21-1013,Marriage & Family Therapists,104,22.61,18.47,21.96,25.85,47036.00
4256,2018,44060,"Spokane-Spokane Valley, WA",21-1013,Marriage & Family Therapists,35,20.42,17.57,20.12,23.22,42477.00
4257,2018,000053,Washington State,31-9011,Massage Therapists,4525,30.58,26.13,30.52,36.37,63610.00
4258,2018,013380,"Bellingham, WA",31-9011,Massage Therapists,111,29.43,26.63,29.15,31.75,61213.00
4259,2018,014740,"Bremerton-Silverdale, WA",31-9011,Massage Therapists,128,25.96,19.10,25.90,33.50,54013.00
4260,2018,028420,"Kennewick-Richland, WA",31-9011,Massage Therapists,158,30.70,27.57,30.69,34.64,63856.00
4261,2018,031020,"Longview, WA",31-9011,Massage Therapists,23,33.51,30.41,33.59,37.30,69709.00
4262,2018,034580,"Mount Vernon-Anacortes, WA",31-9011,Massage Therapists,23,38.29,32.80,37.49,44.74,79635.00
4263,2018,036500,"Olympia-Tumwater, WA",31-9011,Massage Therapists,179,30.58,26.90,30.34,35.48,63610.00
4264,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",31-9011,Massage Therapists,2030,29.64,24.84,29.32,35.21,61655.00
4265,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",31-9011,Massage Therapists,2560,31.70,26.97,31.92,37.54,65934.00
4267,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",31-9011,Massage Therapists,361,27.02,19.48,26.73,32.33,56214.00
4268,2018,47460,"Walla Walla, WA",31-9011,Massage Therapists,10,27.88,24.91,28.80,32.82,57973.00
4269,2018,48300,"Wenatchee, WA",31-9011,Massage Therapists,45,32.68,29.54,34.66,38.06,67971.00
4270,2018,49420,"Yakima, WA",31-9011,Massage Therapists,59,33.94,28.10,32.40,40.46,70614.00
4271,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),31-9011,Massage Therapists,30,29.01,26.70,28.67,30.63,60328.00
4272,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),31-9011,Massage Therapists,73,27.42,23.07,28.86,33.49,57037.00
4273,2018,530003,Central WA Nonmetropolitan Area (NMA),31-9011,Massage Therapists,35,25.20,15.07,27.80,32.73,52408.00
4274,2018,530004,Eastern WA Nonmetropolitan Area (NMA),31-9011,Massage Therapists,47,30.42,26.35,30.21,35.31,63260.00
4275,2018,000053,Washington State,53-7199,"Material Moving Workers, All Other",544,20.56,12.30,15.43,27.91,42755.00
4276,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",53-7199,"Material Moving Workers, All Other",177,21.63,14.62,21.40,27.08,44986.00
4277,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",53-7199,"Material Moving Workers, All Other",159,22.25,14.01,21.64,29.41,46288.00
4278,2018,028420,"Kennewick-Richland, WA",17-2131,Materials Engineers,56,55.21,43.19,54.27,64.11,114839.00
4279,2018,034580,"Mount Vernon-Anacortes, WA",17-2131,Materials Engineers,,46.48,42.62,46.13,49.66,96662.00
4280,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",19-2032,Materials Scientists,73,51.63,37.76,50.82,64.18,107386.00
4281,2018,000053,Washington State,25-1022,"Mathematical Science Teachers, Postsecondary",1023,,,,,75348.00
4282,2018,013380,"Bellingham, WA",25-1022,"Mathematical Science Teachers, Postsecondary",76,,,,,69600.00
4283,2018,028420,"Kennewick-Richland, WA",25-1022,"Mathematical Science Teachers, Postsecondary",29,,,,,97231.00
4284,2018,036500,"Olympia-Tumwater, WA",25-1022,"Mathematical Science Teachers, Postsecondary",37,,,,,53576.00
4285,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",25-1022,"Mathematical Science Teachers, Postsecondary",296,,,,,75063.00
4286,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",25-1022,"Mathematical Science Teachers, Postsecondary",458,,,,,91057.00
4287,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",25-1022,"Mathematical Science Teachers, Postsecondary",76,,,,,60420.00
4288,2018,000053,Washington State,15-2021,Mathematicians,,55.85,39.56,56.72,72.00,116170.00
4289,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-2021,Mathematicians,76,,,,,
4290,2018,000053,Washington State,51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",3546,14.90,12.04,13.75,17.22,30993.00
4291,2018,013380,"Bellingham, WA",51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",,15.01,12.49,14.07,16.80,31208.00
4292,2018,014740,"Bremerton-Silverdale, WA",51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",,13.50,11.60,11.91,15.62,28076.00
4293,2018,031020,"Longview, WA",51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",,14.51,11.84,12.45,16.36,30184.00
4294,2018,034580,"Mount Vernon-Anacortes, WA",51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",258,15.17,12.55,14.28,16.84,31556.00
4295,2018,036500,"Olympia-Tumwater, WA",51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",,19.24,16.64,20.07,22.86,40010.00
4296,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",81,13.58,11.46,12.25,14.93,28240.00
4297,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",1387,15.14,11.97,13.36,17.76,31495.00
4298,2018,44060,"Spokane-Spokane Valley, WA",51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",40,15.49,12.92,14.72,17.73,32201.00
4299,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",241,15.08,12.26,14.59,17.61,31351.00
4300,2018,49420,"Yakima, WA",51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",,14.00,11.88,13.14,16.14,29120.00
4301,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",,13.36,11.68,12.10,14.95,27769.00
4302,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",532,13.25,11.71,12.16,14.02,27564.00
4303,2018,530004,Eastern WA Nonmetropolitan Area (NMA),51-3022,"Meat, Poultry, & Fish Cutters and Trimmers",24,16.02,13.62,15.40,17.95,33327.00
4304,2018,000053,Washington State,49-9011,Mechanical Door Repairers,391,21.72,17.66,21.24,25.08,45181.00
4305,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",49-9011,Mechanical Door Repairers,69,20.77,16.75,21.14,24.80,43201.00
4306,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-9011,Mechanical Door Repairers,,22.04,17.72,21.43,25.34,45841.00
4307,2018,000053,Washington State,17-3013,Mechanical Drafters,2075,39.07,27.34,40.01,50.26,81248.00
4308,2018,013380,"Bellingham, WA",17-3013,Mechanical Drafters,52,28.07,21.40,27.13,35.35,58379.00
4309,2018,014740,"Bremerton-Silverdale, WA",17-3013,Mechanical Drafters,,28.65,22.60,26.92,30.29,59578.00
4310,2018,028420,"Kennewick-Richland, WA",17-3013,Mechanical Drafters,32,28.50,20.93,27.16,34.51,59283.00
4311,2018,034580,"Mount Vernon-Anacortes, WA",17-3013,Mechanical Drafters,69,31.22,22.82,27.80,34.51,64939.00
4312,2018,036500,"Olympia-Tumwater, WA",17-3013,Mechanical Drafters,11,23.53,17.57,22.24,27.02,48946.00
4313,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",17-3013,Mechanical Drafters,452,29.90,22.37,28.45,37.40,62187.00
4314,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3013,Mechanical Drafters,1434,44.15,35.60,45.22,54.21,91839.00
4315,2018,44060,"Spokane-Spokane Valley, WA",17-3013,Mechanical Drafters,168,22.20,17.58,21.06,25.41,46163.00
4316,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",17-3013,Mechanical Drafters,91,29.66,21.77,27.38,34.73,61710.00
4317,2018,47460,"Walla Walla, WA",17-3013,Mechanical Drafters,20,22.30,18.70,21.69,24.91,46376.00
4318,2018,49420,"Yakima, WA",17-3013,Mechanical Drafters,,26.18,12.22,22.89,28.20,54460.00
4319,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),17-3013,Mechanical Drafters,22,26.26,21.35,24.29,30.06,54632.00
4320,2018,000053,Washington State,17-3027,Mechanical Engineering Technicians,985,31.25,25.22,30.46,37.89,64990.00
4321,2018,013380,"Bellingham, WA",17-3027,Mechanical Engineering Technicians,,27.34,17.80,25.43,36.10,56866.00
4322,2018,014740,"Bremerton-Silverdale, WA",17-3027,Mechanical Engineering Technicians,,25.35,21.87,24.22,28.06,52713.00
4323,2018,028420,"Kennewick-Richland, WA",17-3027,Mechanical Engineering Technicians,21,30.11,23.74,29.61,36.57,62614.00
4324,2018,034580,"Mount Vernon-Anacortes, WA",17-3027,Mechanical Engineering Technicians,89,32.90,28.43,32.93,37.45,68432.00
4325,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",17-3027,Mechanical Engineering Technicians,424,26.28,21.73,25.81,30.55,54663.00
4326,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3027,Mechanical Engineering Technicians,557,31.35,25.64,30.93,37.73,65203.00
4327,2018,44060,"Spokane-Spokane Valley, WA",17-3027,Mechanical Engineering Technicians,62,30.05,24.47,28.65,34.96,62502.00
4328,2018,530004,Eastern WA Nonmetropolitan Area (NMA),17-3027,Mechanical Engineering Technicians,17,28.82,22.84,28.29,35.69,59933.00
4329,2018,000053,Washington State,17-2141,Mechanical Engineers,7725,46.80,33.74,43.53,55.44,97353.00
4330,2018,013380,"Bellingham, WA",17-2141,Mechanical Engineers,251,42.45,32.66,38.36,50.04,88285.00
4331,2018,014740,"Bremerton-Silverdale, WA",17-2141,Mechanical Engineers,543,43.10,35.30,43.13,49.45,89646.00
4332,2018,028420,"Kennewick-Richland, WA",17-2141,Mechanical Engineers,312,51.76,41.48,48.37,62.61,107660.00
4333,2018,030300,"Lewiston, ID-WA",17-2141,Mechanical Engineers,,40.59,34.81,39.60,47.52,84416.00
4334,2018,031020,"Longview, WA",17-2141,Mechanical Engineers,81,41.42,32.92,41.42,50.15,86162.00
4335,2018,034580,"Mount Vernon-Anacortes, WA",17-2141,Mechanical Engineers,271,41.98,33.71,41.81,49.95,87310.00
4336,2018,036500,"Olympia-Tumwater, WA",17-2141,Mechanical Engineers,59,47.80,38.79,46.36,54.55,99424.00
4337,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",17-2141,Mechanical Engineers,3560,44.54,34.87,43.28,53.28,92631.00
4338,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2141,Mechanical Engineers,4834,49.25,34.73,45.44,59.14,102440.00
4339,2018,44060,"Spokane-Spokane Valley, WA",17-2141,Mechanical Engineers,348,39.11,27.67,35.15,44.81,81339.00
4340,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",17-2141,Mechanical Engineers,219,40.56,31.11,38.26,47.80,84355.00
4341,2018,47460,"Walla Walla, WA",17-2141,Mechanical Engineers,83,42.12,31.90,43.45,49.49,87615.00
4342,2018,48300,"Wenatchee, WA",17-2141,Mechanical Engineers,35,41.22,33.34,43.45,50.04,85726.00
4343,2018,49420,"Yakima, WA",17-2141,Mechanical Engineers,80,35.66,26.68,31.43,44.96,74180.00
4344,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),17-2141,Mechanical Engineers,41,44.38,39.40,46.25,50.84,92306.00
4345,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),17-2141,Mechanical Engineers,29,47.00,34.86,40.05,58.12,97739.00
4346,2018,530003,Central WA Nonmetropolitan Area (NMA),17-2141,Mechanical Engineers,23,38.42,30.33,38.48,47.17,79907.00
4347,2018,000053,Washington State,49-1011,"Mechanics, Installers & Repairers Supervisors",11503,35.16,26.48,34.81,43.20,73128.00
4348,2018,013380,"Bellingham, WA",49-1011,"Mechanics, Installers & Repairers Supervisors",283,34.49,28.83,34.10,39.32,71727.00
4349,2018,014740,"Bremerton-Silverdale, WA",49-1011,"Mechanics, Installers & Repairers Supervisors",955,41.15,38.43,42.43,45.82,85599.00
4350,2018,028420,"Kennewick-Richland, WA",49-1011,"Mechanics, Installers & Repairers Supervisors",492,35.69,27.87,34.36,43.97,74225.00
4351,2018,030300,"Lewiston, ID-WA",49-1011,"Mechanics, Installers & Repairers Supervisors",135,29.03,20.51,27.49,34.32,60383.00
4352,2018,031020,"Longview, WA",49-1011,"Mechanics, Installers & Repairers Supervisors",205,39.51,30.93,36.83,47.03,82197.00
4353,2018,034580,"Mount Vernon-Anacortes, WA",49-1011,"Mechanics, Installers & Repairers Supervisors",182,36.89,28.44,35.21,42.68,76754.00
4354,2018,036500,"Olympia-Tumwater, WA",49-1011,"Mechanics, Installers & Repairers Supervisors",399,29.40,19.10,29.38,35.59,61145.00
4355,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",49-1011,"Mechanics, Installers & Repairers Supervisors",2664,33.23,25.16,31.50,39.69,69117.00
4356,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-1011,"Mechanics, Installers & Repairers Supervisors",5106,35.84,26.32,35.35,44.67,74540.00
4357,2018,44060,"Spokane-Spokane Valley, WA",49-1011,"Mechanics, Installers & Repairers Supervisors",773,31.33,25.12,30.28,36.77,65177.00
4358,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",49-1011,"Mechanics, Installers & Repairers Supervisors",1118,33.64,22.68,34.39,43.02,69990.00
4359,2018,47460,"Walla Walla, WA",49-1011,"Mechanics, Installers & Repairers Supervisors",104,33.17,28.00,32.48,37.50,68985.00
4360,2018,48300,"Wenatchee, WA",49-1011,"Mechanics, Installers & Repairers Supervisors",161,35.07,27.11,33.55,39.93,72925.00
4361,2018,49420,"Yakima, WA",49-1011,"Mechanics, Installers & Repairers Supervisors",282,31.14,23.77,30.75,37.51,64770.00
4362,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),49-1011,"Mechanics, Installers & Repairers Supervisors",176,32.45,24.48,30.76,38.06,67482.00
4363,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),49-1011,"Mechanics, Installers & Repairers Supervisors",323,36.54,28.31,32.97,39.43,75992.00
4364,2018,530003,Central WA Nonmetropolitan Area (NMA),49-1011,"Mechanics, Installers & Repairers Supervisors",99,32.56,26.08,30.29,37.76,67715.00
4365,2018,530004,Eastern WA Nonmetropolitan Area (NMA),49-1011,"Mechanics, Installers & Repairers Supervisors",339,33.78,26.69,32.54,39.29,70254.00
4366,2018,000053,Washington State,27-4099,"Media & Communication Equipment Workers, All Other",245,37.96,29.40,38.09,46.91,78963.00
4400,2018,034580,"Mount Vernon-Anacortes, WA",31-9092,Medical Assistants,235,19.38,17.35,18.93,20.65,40311.00
4367,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",27-4099,"Media & Communication Equipment Workers, All Other",253,29.07,17.69,24.43,38.25,60461.00
4368,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",27-4099,"Media & Communication Equipment Workers, All Other",121,41.70,30.54,41.25,49.46,86721.00
4369,2018,000053,Washington State,27-3099,"Media & Communication Workers, All Other",203,30.29,21.89,27.54,38.70,63010.00
4370,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",27-3099,"Media & Communication Workers, All Other",360,21.66,13.27,20.43,28.14,45056.00
4371,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",27-3099,"Media & Communication Workers, All Other",131,30.81,22.29,27.81,38.88,64086.00
4372,2018,530004,Eastern WA Nonmetropolitan Area (NMA),27-3099,"Media & Communication Workers, All Other",,32.84,18.18,29.31,47.73,68321.00
4373,2018,000053,Washington State,11-9111,Medical & Health Services Managers,6555,56.33,37.31,50.90,64.42,117156.00
4374,2018,013380,"Bellingham, WA",11-9111,Medical & Health Services Managers,88,43.70,33.39,38.62,50.18,90896.00
4375,2018,014740,"Bremerton-Silverdale, WA",11-9111,Medical & Health Services Managers,136,39.92,28.81,34.69,42.65,83037.00
4376,2018,028420,"Kennewick-Richland, WA",11-9111,Medical & Health Services Managers,185,48.38,39.04,47.88,57.94,100632.00
4377,2018,030300,"Lewiston, ID-WA",11-9111,Medical & Health Services Managers,55,37.98,24.24,35.66,49.99,79005.00
4378,2018,031020,"Longview, WA",11-9111,Medical & Health Services Managers,70,40.34,30.94,36.56,43.67,83925.00
4379,2018,034580,"Mount Vernon-Anacortes, WA",11-9111,Medical & Health Services Managers,99,52.60,35.98,45.73,53.39,109409.00
4380,2018,036500,"Olympia-Tumwater, WA",11-9111,Medical & Health Services Managers,215,52.34,35.52,45.73,58.46,108858.00
4381,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",11-9111,Medical & Health Services Managers,2352,59.84,39.89,52.94,69.99,124463.00
4382,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9111,Medical & Health Services Managers,3155,61.70,41.52,56.88,71.63,128332.00
4383,2018,44060,"Spokane-Spokane Valley, WA",11-9111,Medical & Health Services Managers,,52.43,33.09,43.99,58.58,109052.00
4384,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",11-9111,Medical & Health Services Managers,755,55.41,40.97,49.31,63.76,115247.00
4385,2018,47460,"Walla Walla, WA",11-9111,Medical & Health Services Managers,45,49.97,34.02,45.52,59.00,103939.00
4386,2018,48300,"Wenatchee, WA",11-9111,Medical & Health Services Managers,171,46.65,33.45,47.19,57.95,97029.00
4387,2018,49420,"Yakima, WA",11-9111,Medical & Health Services Managers,181,52.44,35.70,46.55,60.68,109083.00
4388,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),11-9111,Medical & Health Services Managers,115,46.42,37.62,44.71,52.78,96550.00
4389,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),11-9111,Medical & Health Services Managers,107,48.21,36.85,49.33,59.01,100285.00
4390,2018,530003,Central WA Nonmetropolitan Area (NMA),11-9111,Medical & Health Services Managers,78,39.93,24.49,38.47,54.03,83047.00
4391,2018,530004,Eastern WA Nonmetropolitan Area (NMA),11-9111,Medical & Health Services Managers,119,48.32,39.24,47.61,57.45,100500.00
4392,2018,000053,Washington State,51-9082,Medical Appliance Technicians,175,23.35,18.50,22.83,27.89,48557.00
4393,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-9082,Medical Appliance Technicians,93,24.00,20.78,24.15,28.26,49918.00
4394,2018,000053,Washington State,31-9092,Medical Assistants,13495,19.64,16.90,19.29,22.64,40836.00
4395,2018,013380,"Bellingham, WA",31-9092,Medical Assistants,428,19.99,17.14,19.09,22.54,41556.00
4396,2018,014740,"Bremerton-Silverdale, WA",31-9092,Medical Assistants,323,18.99,16.87,18.52,20.44,39489.00
4397,2018,028420,"Kennewick-Richland, WA",31-9092,Medical Assistants,553,16.90,14.34,16.82,19.07,35148.00
4398,2018,030300,"Lewiston, ID-WA",31-9092,Medical Assistants,150,16.43,14.09,16.02,18.77,34171.00
4399,2018,031020,"Longview, WA",31-9092,Medical Assistants,205,18.35,15.74,18.22,21.37,38162.00
4401,2018,036500,"Olympia-Tumwater, WA",31-9092,Medical Assistants,448,19.30,16.19,18.48,21.63,40147.00
4402,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",31-9092,Medical Assistants,6058,19.15,16.55,19.24,22.44,39838.00
4403,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",31-9092,Medical Assistants,6013,21.04,18.39,21.02,23.81,43757.00
4404,2018,44060,"Spokane-Spokane Valley, WA",31-9092,Medical Assistants,1386,17.34,15.17,17.21,19.09,36074.00
4405,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",31-9092,Medical Assistants,1256,20.05,17.02,19.62,23.21,41700.00
4406,2018,47460,"Walla Walla, WA",31-9092,Medical Assistants,103,15.63,13.26,15.82,18.04,32515.00
4407,2018,48300,"Wenatchee, WA",31-9092,Medical Assistants,379,18.52,15.77,18.35,21.44,38511.00
4408,2018,49420,"Yakima, WA",31-9092,Medical Assistants,503,17.85,15.93,17.56,19.15,37112.00
4409,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),31-9092,Medical Assistants,182,17.34,14.86,16.95,19.10,36074.00
4410,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),31-9092,Medical Assistants,241,17.69,15.46,17.47,19.58,36794.00
4411,2018,530003,Central WA Nonmetropolitan Area (NMA),31-9092,Medical Assistants,133,16.67,14.41,16.66,18.82,34675.00
4412,2018,530004,Eastern WA Nonmetropolitan Area (NMA),31-9092,Medical Assistants,195,18.08,15.61,17.81,20.02,37606.00
4413,2018,000053,Washington State,31-9093,Medical Equipment Preparers,1455,19.90,16.42,19.74,23.44,41391.00
4414,2018,014740,"Bremerton-Silverdale, WA",31-9093,Medical Equipment Preparers,,16.64,13.41,16.93,18.92,34613.00
4415,2018,028420,"Kennewick-Richland, WA",31-9093,Medical Equipment Preparers,,18.73,16.40,18.44,21.15,38954.00
4416,2018,031020,"Longview, WA",31-9093,Medical Equipment Preparers,,19.03,14.66,18.02,21.42,39581.00
4417,2018,034580,"Mount Vernon-Anacortes, WA",31-9093,Medical Equipment Preparers,28,20.74,18.48,20.63,23.32,43120.00
4418,2018,036500,"Olympia-Tumwater, WA",31-9093,Medical Equipment Preparers,112,17.37,14.06,17.26,20.29,36146.00
4419,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",31-9093,Medical Equipment Preparers,700,22.13,17.98,21.41,25.46,46020.00
4420,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",31-9093,Medical Equipment Preparers,596,21.73,18.10,21.85,25.07,45197.00
4421,2018,44060,"Spokane-Spokane Valley, WA",31-9093,Medical Equipment Preparers,115,17.31,13.38,17.16,20.23,36012.00
4422,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",31-9093,Medical Equipment Preparers,208,20.47,17.37,20.75,23.66,42585.00
4423,2018,48300,"Wenatchee, WA",31-9093,Medical Equipment Preparers,33,18.85,15.37,18.12,21.50,39211.00
4424,2018,49420,"Yakima, WA",31-9093,Medical Equipment Preparers,34,16.73,14.33,16.48,19.01,34788.00
4425,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),31-9093,Medical Equipment Preparers,43,18.54,13.70,19.39,23.22,38553.00
4426,2018,530003,Central WA Nonmetropolitan Area (NMA),31-9093,Medical Equipment Preparers,15,17.53,14.23,16.81,19.14,36454.00
4427,2018,000053,Washington State,49-9062,Medical Equipment Repairers,871,26.45,19.11,23.77,33.44,55021.00
4428,2018,028420,"Kennewick-Richland, WA",49-9062,Medical Equipment Repairers,,32.82,27.42,34.78,38.32,68264.00
4429,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",49-9062,Medical Equipment Repairers,203,30.83,24.30,29.58,38.38,64120.00
4430,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-9062,Medical Equipment Repairers,485,26.17,18.94,23.28,32.46,54422.00
4431,2018,44060,"Spokane-Spokane Valley, WA",49-9062,Medical Equipment Repairers,61,30.32,22.96,28.87,37.80,63074.00
4432,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",49-9062,Medical Equipment Repairers,184,25.73,19.72,23.38,31.89,53528.00
4433,2018,49420,"Yakima, WA",49-9062,Medical Equipment Repairers,13,23.01,14.25,18.76,32.40,47872.00
4434,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),49-9062,Medical Equipment Repairers,15,25.35,17.45,19.52,32.50,52726.00
4435,2018,000053,Washington State,29-2071,Medical Records & Health Information Technicians,4741,22.07,17.19,20.90,26.10,45889.00
4436,2018,013380,"Bellingham, WA",29-2071,Medical Records & Health Information Technicians,89,19.56,16.19,19.73,23.08,40680.00
4437,2018,014740,"Bremerton-Silverdale, WA",29-2071,Medical Records & Health Information Technicians,108,20.41,16.66,20.21,23.17,42457.00
4438,2018,028420,"Kennewick-Richland, WA",29-2071,Medical Records & Health Information Technicians,153,19.01,16.01,18.55,22.03,39532.00
4439,2018,030300,"Lewiston, ID-WA",29-2071,Medical Records & Health Information Technicians,47,18.79,14.31,17.13,20.56,39085.00
4440,2018,031020,"Longview, WA",29-2071,Medical Records & Health Information Technicians,53,23.66,18.03,23.19,28.69,49210.00
4441,2018,034580,"Mount Vernon-Anacortes, WA",29-2071,Medical Records & Health Information Technicians,91,19.47,14.80,18.60,23.21,40497.00
4442,2018,036500,"Olympia-Tumwater, WA",29-2071,Medical Records & Health Information Technicians,156,21.01,15.21,18.85,24.90,43696.00
